time,state,state_name,source,pressure,altitude,height,acceleration,speed
4.70,5,coast,recorded,94098.00,644.23,112.23,-8.32,7.18
4.71,5,coast,recorded,94100.00,644.05,112.05,-8.31,7.10
4.72,5,coast,recorded,94095.00,644.49,112.49,-8.31,7.01
4.73,5,coast,recorded,94095.00,644.49,112.49,-8.31,6.93
4.74,5,coast,recorded,94099.00,644.14,112.14,-8.32,6.85
4.75,5,coast,recorded,94097.00,644.31,112.31,-8.33,6.76
4.76,5,coast,recorded,94092.00,644.76,112.76,-8.36,6.68
4.77,5,coast,recorded,94094.00,644.58,112.58,-8.38,6.60
4.78,5,coast,recorded,94090.00,644.93,112.93,-8.42,6.51
4.79,5,coast,recorded,94090.00,644.93,112.93,-8.46,6.43
4.80,5,coast,recorded,94090.00,644.93,112.93,-8.50,6.34
4.81,5,coast,recorded,94092.00,644.76,112.76,-8.54,6.26
4.82,5,coast,recorded,94090.00,644.93,112.93,-8.59,6.17
4.83,5,coast,recorded,94084.00,645.46,113.46,-8.64,6.09
4.84,5,coast,recorded,94084.00,645.46,113.46,-8.70,6.00
4.85,5,coast,recorded,94081.00,645.73,113.73,-8.75,5.91
4.86,5,coast,recorded,94090.00,644.93,112.93,-8.80,5.83
4.87,5,coast,recorded,94089.00,645.02,113.02,-8.86,5.74
4.88,5,coast,recorded,94087.00,645.20,113.20,-8.92,5.65
4.89,5,coast,recorded,94080.00,645.82,113.82,-8.98,5.56
4.90,5,coast,recorded,94088.00,645.11,113.11,-9.04,5.47
4.91,5,coast,recorded,94079.00,645.90,113.90,-9.10,5.38
4.92,5,coast,recorded,94083.00,645.55,113.55,-9.17,5.29
4.93,5,coast,recorded,94083.00,645.55,113.55,-9.24,5.20
4.94,5,coast,recorded,94084.00,645.46,113.46,-9.30,5.10
4.95,5,coast,recorded,94084.00,645.46,113.46,-9.37,5.01
4.96,5,coast,recorded,94076.00,646.17,114.17,-9.44,4.91
4.97,5,coast,recorded,94083.00,645.55,113.55,-9.51,4.82
4.98,5,coast,recorded,94082.00,645.64,113.64,-9.58,4.72
4.99,5,coast,recorded,94075.00,646.26,114.26,-9.64,4.63
5.00,5,coast,recorded,94078.00,645.99,113.99,-9.70,4.53
5.01,5,coast,recorded,94072.00,646.52,114.52,-9.76,4.43
5.02,5,coast,recorded,94079.00,645.90,113.90,-9.80,4.34
5.03,5,coast,recorded,94078.00,645.99,113.99,-9.84,4.24
5.04,5,coast,recorded,94075.00,646.26,114.26,-9.87,4.14
5.05,7,main,recorded,94073.00,646.43,114.43,-9.89,4.04
5.06,7,main,recorded,94073.00,646.43,114.43,-9.90,3.94
5.16,7,main,recorded,94064.00,647.23,115.23,-9.31,2.97
5.26,7,main,recorded,94066.00,647.05,115.05,-7.56,2.12
5.36,7,main,recorded,94070.00,646.70,114.70,-5.43,1.47
5.46,7,main,recorded,94071.00,646.61,114.61,-4.06,1.01
5.56,7,main,recorded,94063.00,647.32,115.32,-4.04,0.61
5.66,7,main,recorded,94065.00,647.14,115.14,-5.17,0.16
5.76,7,main,recorded,94067.00,646.96,114.96,-7.14,-0.45
5.86,7,main,recorded,94065.00,647.14,115.14,-9.36,-1.28
5.96,7,main,recorded,94063.00,647.32,115.32,-10.82,-2.30
6.06,7,main,recorded,94059.00,647.67,115.67,-10.45,-3.38
6.16,7,main,recorded,94072.00,646.52,114.52,-7.84,-4.31
6.26,7,main,recorded,94084.00,645.46,113.46,-3.93,-4.90
6.36,7,main,recorded,94087.00,645.20,113.20,-0.08,-5.10
6.46,7,main,recorded,94094.00,644.58,112.58,2.91,-4.95
6.56,7,main,recorded,94095.00,644.49,112.49,4.63,-4.56
6.66,7,main,recorded,94102.00,643.87,111.87,5.10,-4.06
6.76,7,main,recorded,94110.00,643.17,111.17,4.30,-3.58
6.86,7,main,recorded,94111.00,643.08,111.08,2.43,-3.24
6.96,7,main,recorded,94108.00,643.34,111.34,0.29,-3.11
7.06,7,main,recorded,94112.00,642.99,110.99,-1.12,-3.16
7.16,7,main,recorded,94119.00,642.37,110.37,-1.40,-3.29
7.26,7,main,recorded,94124.00,641.93,109.93,-0.79,-3.41
7.36,7,main,recorded,94129.00,641.49,109.49,0.26,-3.43
7.46,7,main,recorded,94130.00,641.40,109.40,1.35,-3.35
7.56,7,main,recorded,94137.00,640.78,108.78,2.18,-3.17
7.66,7,main,recorded,94142.00,640.34,108.34,2.41,-2.94
7.76,7,main,recorded,94140.00,640.52,108.52,1.92,-2.72
7.86,7,main,recorded,94147.00,639.90,107.90,1.01,-2.57
7.96,7,main,recorded,94146.00,639.99,107.99,-0.10,-2.52
8.06,7,main,recorded,94147.00,639.90,107.90,-1.05,-2.58
8.16,7,main,recorded,94157.00,639.01,107.01,-1.66,-2.72
8.26,7,main,recorded,94157.00,639.01,107.01,-2.14,-2.91
8.36,7,main,recorded,94159.00,638.84,106.84,-2.38,-3.14
8.46,7,main,recorded,94162.00,638.57,106.57,-2.19,-3.37
8.56,7,main,recorded,94168.00,638.04,106.04,-1.55,-3.56
8.66,7,main,recorded,94171.00,637.78,105.78,-0.66,-3.67
8.76,7,main,recorded,94176.00,637.34,105.34,0.23,-3.69
8.86,7,main,recorded,94184.00,636.63,104.63,0.76,-3.64
8.96,7,main,recorded,94185.00,636.54,104.54,0.67,-3.56
9.06,7,main,recorded,94188.00,636.28,104.28,0.11,-3.52
9.16,7,main,recorded,94192.00,635.92,103.92,-0.57,-3.54
9.26,7,main,recorded,94194.00,635.75,103.75,-1.04,-3.63
9.36,7,main,recorded,94201.00,635.13,103.13,-1.09,-3.74
9.46,7,main,recorded,94204.00,634.87,102.87,-0.76,-3.83
9.56,7,main,recorded,94211.00,634.25,102.25,-0.13,-3.88
9.66,7,main,recorded,94210.00,634.34,102.34,0.72,-3.85
9.76,7,main,recorded,94220.00,633.45,101.45,1.75,-3.73
9.86,7,main,recorded,94219.00,633.54,101.54,2.65,-3.51
9.96,7,main,recorded,94228.00,632.75,100.75,3.18,-3.21
10.06,7,main,recorded,94234.00,632.22,100.22,2.86,-2.90
10.16,7,main,recorded,94233.00,632.31,100.31,1.51,-2.68
10.26,7,main,recorded,94237.00,631.95,99.95,-0.42,-2.62
10.36,7,main,recorded,94234.00,632.22,100.22,-2.28,-2.76
10.46,7,main,recorded,94237.00,631.95,99.95,-3.32,-3.05
10.56,7,main,recorded,94249.00,630.89,98.89,-3.37,-3.39
10.66,7,main,recorded,94247.00,631.07,99.07,-2.82,-3.70
10.76,7,main,recorded,94255.00,630.36,98.36,-1.81,-3.94
10.86,7,main,recorded,94257.00,630.19,98.19,-0.66,-4.06
10.96,7,main,recorded,94266.00,629.39,97.39,0.39,-4.07
11.06,7,main,recorded,94270.00,629.04,97.04,1.07,-4.00
11.16,7,main,recorded,94267.00,629.31,97.31,1.51,-3.87
11.26,7,main,recorded,94274.00,628.69,96.69,2.06,-3.69
11.36,7,main,recorded,94284.00,627.81,95.81,2.53,-3.46
11.46,7,main,recorded,94283.00,627.89,95.89,2.48,-3.20
11.56,7,main,recorded,94291.00,627.19,95.19,1.76,-2.98
11.66,7,main,recorded,94293.00,627.01,95.01,0.34,-2.87
11.76,7,main,recorded,94290.00,627.28,95.28,-1.40,-2.92
11.86,7,main,recorded,94299.00,626.48,94.48,-2.86,-3.14
11.96,7,main,recorded,94300.00,626.40,94.40,-3.78,-3.48
12.06,7,main,recorded,94303.00,626.13,94.13,-3.90,-3.87
12.16,7,main,recorded,94309.00,625.60,93.60,-3.12,-4.23
12.26,7,main,recorded,94316.00,624.98,92.98,-1.66,-4.47
12.36,7,main,recorded,94316.00,624.98,92.98,0.10,-4.55
12.46,7,main,recorded,94331.00,623.66,91.66,1.74,-4.45
12.56,7,main,recorded,94332.00,623.57,91.57,2.58,-4.23
12.66,7,main,recorded,94336.00,623.22,91.22,2.54,-3.97
12.76,7,main,recorded,94338.00,623.04,91.04,1.91,-3.74
12.86,7,main,recorded,94341.00,622.78,90.78,1.14,-3.59
12.96,7,main,recorded,94347.00,622.25,90.25,0.53,-3.51
13.06,7,main,recorded,94352.00,621.81,89.81,0.06,-3.48
13.16,7,main,recorded,94357.00,621.37,89.37,-0.35,-3.49
13.26,7,main,recorded,94356.00,621.46,89.46,-0.68,-3.55
13.36,7,main,recorded,94364.00,620.75,88.75,-0.79,-3.62
13.46,7,main,recorded,94370.00,620.22,88.22,-0.83,-3.70
13.56,7,main,recorded,94369.00,620.31,88.31,-0.89,-3.79
13.66,7,main,recorded,94379.00,619.43,87.43,-0.84,-3.88
13.76,7,main,recorded,94379.00,619.43,87.43,-0.69,-3.96
13.86,7,main,recorded,94382.00,619.17,87.17,-0.26,-4.01
13.96,7,main,recorded,94391.00,618.37,86.37,0.47,-4.00
14.06,7,main,recorded,94394.00,618.11,86.11,1.17,-3.91
14.16,7,main,recorded,94403.00,617.32,85.32,1.59,-3.77
14.26,7,main,recorded,94398.00,617.76,85.76,1.64,-3.61
14.36,7,main,recorded,94407.00,616.96,84.96,1.59,-3.45
14.46,7,main,recorded,94412.00,616.52,84.52,1.33,-3.30
14.56,7,main,recorded,94415.00,616.26,84.26,0.74,-3.19
14.66,7,main,recorded,94419.00,615.91,83.91,-0.14,-3.16
14.76,7,main,recorded,94420.00,615.82,83.82,-1.08,-3.22
14.86,7,main,recorded,94422.00,615.64,83.64,-1.71,-3.37
14.96,7,main,recorded,94431.00,614.85,82.85,-1.88,-3.55
15.06,7,main,recorded,94432.00,614.76,82.76,-1.75,-3.73
15.16,7,main,recorded,94437.00,614.32,82.32,-1.37,-3.89
15.26,7,main,recorded,94443.00,613.79,81.79,-0.90,-4.00
15.36,7,main,recorded,94447.00,613.44,81.44,-0.54,-4.07
15.46,7,main,recorded,94452.00,613.00,81.00,-0.36,-4.12
15.56,7,main,recorded,94455.00,612.73,80.73,-0.34,-4.15
15.66,7,main,recorded,94463.00,612.03,80.03,-0.39,-4.19
15.76,7,main,recorded,94464.00,611.94,79.94,-0.41,-4.23
15.86,7,main,recorded,94468.00,611.59,79.59,-0.12,-4.26
15.96,7,main,recorded,94475.00,610.97,78.97,0.63,-4.24
16.06,7,main,recorded,94480.00,610.53,78.53,1.69,-4.12
16.16,7,main,recorded,94480.00,610.53,78.53,2.85,-3.89
16.26,7,main,recorded,94492.00,609.48,77.48,3.81,-3.56
16.36,7,main,recorded,94498.00,608.95,76.95,3.87,-3.16
16.46,7,main,recorded,94496.00,609.12,77.12,2.76,-2.82
16.56,7,main,recorded,94502.00,608.60,76.60,0.90,-2.64
16.66,7,main,recorded,94493.00,609.39,77.39,-0.99,-2.65
16.76,7,main,recorded,94504.00,608.42,76.42,-2.11,-2.81
16.86,7,main,recorded,94512.00,607.72,75.72,-2.60,-3.05
16.96,7,main,recorded,94512.00,607.72,75.72,-2.81,-3.32
17.06,7,main,recorded,94514.00,607.54,75.54,-2.74,-3.60
17.16,7,main,recorded,94519.00,607.10,75.10,-2.31,-3.85
17.26,7,main,recorded,94527.00,606.40,74.40,-1.65,-4.05
17.36,7,main,recorded,94530.00,606.13,74.13,-1.03,-4.19
17.46,7,main,recorded,94533.00,605.87,73.87,-0.43,-4.26
17.56,7,main,recorded,94536.00,605.60,73.60,0.29,-4.27
17.66,7,main,recorded,94546.00,604.72,72.72,1.07,-4.20
17.76,7,main,recorded,94550.00,604.37,72.37,1.60,-4.06
17.86,7,main,recorded,94553.00,604.11,72.11,1.75,-3.89
17.96,7,main,recorded,94557.00,603.75,71.75,1.65,-3.72
18.06,7,main,recorded,94560.00,603.49,71.49,1.46,-3.57
18.16,7,main,recorded,94566.00,602.96,70.96,1.28,-3.43
18.26,7,main,recorded,94568.00,602.79,70.79,1.05,-3.31
18.36,7,main,recorded,94575.00,602.17,70.17,0.73,-3.22
18.46,7,main,recorded,94576.00,602.08,70.08,0.19,-3.18
18.56,7,main,recorded,94581.00,601.64,69.64,-0.50,-3.19
18.66,7,main,recorded,94585.00,601.29,69.29,-1.26,-3.28
18.76,7,main,recorded,94586.00,601.20,69.20,-1.90,-3.44
18.86,7,main,recorded,94590.00,600.85,68.85,-2.12,-3.64
18.96,7,main,recorded,94597.00,600.24,68.24,-1.83,-3.84
19.06,7,main,recorded,94597.00,600.24,68.24,-1.12,-4.00
19.16,7,main,recorded,94606.00,599.44,67.44,-0.13,-4.06
19.26,7,main,recorded,94612.00,598.92,66.92,0.72,-4.03
19.36,7,main,recorded,94615.00,598.65,66.65,1.05,-3.93
19.46,7,main,recorded,94624.00,597.86,65.86,0.83,-3.83
19.56,7,main,recorded,94616.00,598.56,66.56,0.36,-3.78
19.66,7,main,recorded,94627.00,597.60,65.60,0.34,-3.75
19.76,7,main,recorded,94628.00,597.51,65.51,0.89,-3.69
19.86,7,main,recorded,94637.00,596.72,64.72,1.83,-3.55
19.96,7,main,recorded,94640.00,596.45,64.45,2.65,-3.33
20.06,7,main,recorded,94645.00,596.01,64.01,2.91,-3.04
20.16,7,main,recorded,94650.00,595.57,63.57,2.36,-2.77
20.26,7,main,recorded,94648.00,595.75,63.75,1.07,-2.60
20.36,7,main,recorded,94651.00,595.49,63.49,-0.46,-2.57
20.46,7,main,recorded,94655.00,595.13,63.13,-1.83,-2.68
20.56,7,main,recorded,94658.00,594.87,62.87,-2.79,-2.92
20.66,7,main,recorded,94661.00,594.61,62.61,-3.22,-3.22
20.76,7,main,recorded,94665.00,594.26,62.26,-3.04,-3.54
20.86,7,main,recorded,94669.00,593.90,61.90,-2.33,-3.81
20.96,7,main,recorded,94675.00,593.38,61.38,-1.31,-4.00
21.06,7,main,recorded,94680.00,592.94,60.94,-0.29,-4.08
21.16,7,main,recorded,94684.00,592.59,60.59,0.47,-4.06
21.26,7,main,recorded,94691.00,591.97,59.97,0.82,-4.00
21.36,7,main,recorded,94691.00,591.97,59.97,0.78,-3.91
21.46,7,main,recorded,94697.00,591.44,59.44,0.64,-3.84
21.56,7,main,recorded,94701.00,591.09,59.09,0.53,-3.79
21.66,7,main,recorded,94705.00,590.74,58.74,0.53,-3.73
21.76,7,main,recorded,94712.00,590.12,58.12,0.63,-3.68
21.86,7,main,recorded,94713.00,590.04,58.04,0.78,-3.61
21.96,7,main,recorded,94715.00,589.86,57.86,1.07,-3.52
22.06,7,main,recorded,94723.00,589.16,57.16,1.48,-3.39
22.16,7,main,recorded,94731.00,588.45,56.45,1.57,-3.23
22.26,7,main,recorded,94729.00,588.63,56.63,1.10,-3.09
22.36,7,main,recorded,94732.00,588.37,56.37,0.38,-3.02
22.46,7,main,recorded,94732.00,588.37,56.37,-0.23,-3.01
22.56,7,main,recorded,94745.00,587.22,55.22,-0.58,-3.06
22.66,7,main,recorded,94741.00,587.58,55.58,-0.93,-3.13
22.76,7,main,recorded,94746.00,587.14,55.14,-1.12,-3.24
22.86,7,main,recorded,94754.00,586.43,54.43,-1.15,-3.35
22.96,7,main,recorded,94751.00,586.70,54.70,-1.11,-3.46
23.06,7,main,recorded,94759.00,585.99,53.99,-0.84,-3.56
23.16,7,main,recorded,94764.00,585.56,53.56,-0.49,-3.63
23.26,7,main,recorded,94768.00,585.20,53.20,-0.22,-3.66
23.36,7,main,recorded,94769.00,585.12,53.12,-0.03,-3.68
23.46,7,main,recorded,94775.00,584.59,52.59,0.24,-3.67
23.56,7,main,recorded,94781.00,584.06,52.06,0.49,-3.63
23.66,7,main,recorded,94783.00,583.89,51.89,0.63,-3.57
23.76,7,main,recorded,94788.00,583.45,51.45,0.71,-3.50
23.86,7,main,recorded,94789.00,583.36,51.36,0.79,-3.43
23.96,7,main,recorded,94797.00,582.66,50.66,0.92,-3.34
24.06,7,main,recorded,94799.00,582.48,50.48,0.91,-3.25
24.16,7,main,recorded,94803.00,582.13,50.13,0.72,-3.17
24.26,7,main,recorded,94807.00,581.78,49.78,0.35,-3.11
24.36,7,main,recorded,94811.00,581.43,49.43,-0.17,-3.10
24.46,7,main,recorded,94812.00,581.34,49.34,-0.66,-3.14
24.56,7,main,recorded,94815.00,581.08,49.08,-0.83,-3.22
24.66,7,main,recorded,94820.00,580.64,48.64,-0.59,-3.30
24.76,7,main,recorded,94826.00,580.11,48.11,-0.10,-3.33
24.86,7,main,recorded,94828.00,579.93,47.93,0.39,-3.32
24.96,7,main,recorded,94831.00,579.67,47.67,0.76,-3.26
25.06,7,main,recorded,94838.00,579.06,47.06,0.87,-3.17
25.16,7,main,recorded,94840.00,578.88,46.88,0.53,-3.10
25.26,7,main,recorded,94847.00,578.27,46.27,-0.20,-3.08
25.36,7,main,recorded,94839.00,578.97,46.97,-0.99,-3.14
25.46,7,main,recorded,94850.00,578.00,46.00,-1.23,-3.26
25.56,7,main,recorded,94855.00,577.56,45.56,-1.01,-3.37
25.66,7,main,recorded,94855.00,577.56,45.56,-0.56,-3.45
25.76,7,main,recorded,94867.00,576.51,44.51,-0.06,-3.48
25.86,7,main,recorded,94861.00,577.04,45.04,0.22,-3.47
25.96,7,main,recorded,94871.00,576.16,44.16,0.42,-3.44
26.06,7,main,recorded,94875.00,575.81,43.81,0.33,-3.40
26.16,7,main,recorded,94880.00,575.37,43.37,-0.13,-3.39
26.26,7,main,recorded,94878.00,575.55,43.55,-0.77,-3.43
26.36,7,main,recorded,94884.00,575.02,43.02,-1.11,-3.53
26.46,7,main,recorded,94889.00,574.58,42.58,-1.01,-3.64
26.56,7,main,recorded,94892.00,574.32,42.32,-0.51,-3.72
26.66,7,main,recorded,94899.00,573.70,41.70,0.26,-3.73
26.76,7,main,recorded,94901.00,573.53,41.53,1.04,-3.67
26.86,7,main,recorded,94908.00,572.91,40.91,1.66,-3.53
26.96,7,main,recorded,94908.00,572.91,40.91,1.96,-3.35
27.06,7,main,recorded,94915.00,572.30,40.30,1.93,-3.15
27.16,7,main,recorded,94921.00,571.77,39.77,1.42,-2.98
27.26,7,main,recorded,94918.00,572.04,40.04,0.53,-2.88
27.36,7,main,recorded,94921.00,571.77,39.77,-0.26,-2.87
27.46,7,main,recorded,94927.00,571.25,39.25,-0.68,-2.92
27.56,7,main,recorded,94931.00,570.90,38.90,-0.84,-3.00
27.66,7,main,recorded,94934.00,570.63,38.63,-0.89,-3.08
27.76,7,main,recorded,94938.00,570.28,38.28,-0.90,-3.17
27.86,7,main,recorded,94942.00,569.93,37.93,-0.88,-3.26
27.96,7,main,recorded,94942.00,569.93,37.93,-0.75,-3.35
28.06,7,main,recorded,94948.00,569.40,37.40,-0.36,-3.40
28.16,7,main,recorded,94954.00,568.88,36.88,0.12,-3.41
28.26,7,main,recorded,94958.00,568.53,36.53,0.43,-3.38
28.36,7,main,recorded,94959.00,568.44,36.44,0.48,-3.34
28.46,7,main,recorded,94963.00,568.09,36.09,0.37,-3.29
28.56,7,main,recorded,94973.00,567.21,35.21,0.08,-3.27
28.66,7,main,recorded,94969.00,567.56,35.56,-0.41,-3.28
28.76,7,main,recorded,94971.00,567.39,35.39,-0.66,-3.34
28.86,7,main,recorded,94979.00,566.69,34.69,-0.46,-3.40
28.96,7,main,recorded,94988.00,565.90,33.90,-0.15,-3.43
29.06,7,main,recorded,94986.00,566.07,34.07,-0.06,-3.44
29.16,7,main,recorded,94990.00,565.72,33.72,0.00,-3.44
29.26,7,main,recorded,94993.00,565.46,33.46,0.23,-3.43
29.36,7,main,recorded,94997.00,565.11,33.11,0.66,-3.39
29.46,7,main,recorded,95008.00,564.14,32.14,1.03,-3.30
29.56,7,main,recorded,95003.00,564.58,32.58,1.05,-3.20
29.66,7,main,recorded,95014.00,563.62,31.62,0.84,-3.10
29.76,7,main,recorded,95009.00,564.06,32.06,0.48,-3.03
29.86,7,main,recorded,95018.00,563.27,31.27,0.29,-3.00
29.96,7,main,recorded,95020.00,563.09,31.09,0.25,-2.97
30.06,7,main,recorded,95021.00,563.00,31.00,0.39,-2.94
30.16,7,main,recorded,95028.00,562.39,30.39,0.67,-2.89
30.26,7,main,recorded,95032.00,562.04,30.04,0.79,-2.81
30.36,7,main,recorded,95032.00,562.04,30.04,0.60,-2.74
30.46,7,main,recorded,95039.00,561.43,29.43,0.11,-2.70
30.56,7,main,recorded,95038.00,561.51,29.51,-0.65,-2.73
30.66,7,main,recorded,95045.00,560.90,28.90,-1.44,-2.83
30.76,7,main,recorded,95042.00,561.16,29.16,-2.05,-3.01
30.86,7,main,recorded,95048.00,560.64,28.64,-2.15,-3.22
30.96,7,main,recorded,95054.00,560.11,28.11,-1.82,-3.42
31.06,7,main,recorded,95063.00,559.32,27.32,-1.40,-3.59
31.16,7,main,recorded,95057.00,559.85,27.85,-1.04,-3.71
31.26,7,main,recorded,95063.00,559.32,27.32,-0.35,-3.78
31.36,7,main,recorded,95072.00,558.54,26.54,0.64,-3.77
31.46,7,main,recorded,95074.00,558.36,26.36,1.53,-3.66
31.56,7,main,recorded,95081.00,557.75,25.75,2.04,-3.47
31.66,7,main,recorded,95083.00,557.57,25.57,1.99,-3.27
31.76,7,main,recorded,95085.00,557.40,25.40,1.50,-3.09
31.86,7,main,recorded,95089.00,557.05,25.05,0.83,-2.97
31.96,7,main,recorded,95091.00,556.87,24.87,0.14,-2.93
32.06,7,main,recorded,95100.00,556.08,24.08,-0.49,-2.94
32.16,7,main,recorded,95096.00,556.43,24.43,-1.09,-3.02
32.26,7,main,recorded,95102.00,555.91,23.91,-1.35,-3.15
32.36,7,main,recorded,95108.00,555.38,23.38,-1.30,-3.28
32.46,7,main,recorded,95110.00,555.21,23.21,-1.09,-3.40
32.56,7,main,recorded,95115.00,554.77,22.77,-0.78,-3.50
32.66,7,main,recorded,95118.00,554.51,22.51,-0.40,-3.56
32.76,7,main,recorded,95123.00,554.07,22.07,0.04,-3.58
32.86,7,main,recorded,95125.00,553.89,21.89,0.54,-3.55
32.96,7,main,recorded,95131.00,553.37,21.37,1.10,-3.47
33.06,7,main,recorded,95135.00,553.02,21.02,1.57,-3.33
33.16,7,main,recorded,95137.00,552.84,20.84,1.82,-3.16
33.26,7,main,recorded,95145.00,552.14,20.14,1.77,-2.98
33.36,7,main,recorded,95143.00,552.32,20.32,1.31,-2.82
33.46,7,main,recorded,95149.00,551.79,19.79,0.62,-2.72
33.56,7,main,recorded,95151.00,551.62,19.62,-0.21,-2.70
33.66,7,main,recorded,95154.00,551.35,19.35,-1.08,-2.76
33.76,7,main,recorded,95162.00,550.65,18.65,-1.87,-2.91
33.86,7,main,recorded,95156.00,551.18,19.18,-2.39,-3.13
33.96,7,main,recorded,95162.00,550.65,18.65,-2.09,-3.36
34.06,7,main,recorded,95166.00,550.30,18.30,-0.94,-3.52
34.16,7,main,recorded,95176.00,549.43,17.43,0.59,-3.54
34.26,7,main,recorded,95179.00,549.16,17.16,1.76,-3.41
34.36,7,main,recorded,95184.00,548.73,16.73,2.17,-3.21
34.46,7,main,recorded,95180.00,549.08,17.08,1.88,-3.00
34.56,7,main,recorded,95189.00,548.29,16.29,1.31,-2.84
34.66,7,main,recorded,95191.00,548.11,16.11,0.55,-2.75
34.76,7,main,recorded,95192.00,548.03,16.03,-0.20,-2.73
34.86,7,main,recorded,95196.00,547.68,15.68,-0.68,-2.78
34.96,7,main,recorded,95199.00,547.41,15.41,-0.84,-2.86
35.06,7,main,recorded,95205.00,546.89,14.89,-0.77,-2.94
35.16,7,main,recorded,95209.00,546.54,14.54,-0.66,-3.01
35.26,7,main,recorded,95206.00,546.80,14.80,-0.47,-3.07
35.36,7,main,recorded,95212.00,546.28,14.28,0.04,-3.09
35.46,7,main,recorded,95223.00,545.31,13.31,0.62,-3.06
35.56,7,main,recorded,95218.00,545.75,13.75,0.93,-2.98
35.66,7,main,recorded,95224.00,545.23,13.23,1.11,-2.88
35.76,7,main,recorded,95225.00,545.14,13.14,1.17,-2.76
35.86,7,main,recorded,95233.00,544.44,12.44,0.98,-2.65
35.96,7,main,recorded,95239.00,543.91,11.91,0.23,-2.58
36.06,7,main,recorded,95235.00,544.26,12.26,-0.98,-2.62
36.16,7,main,recorded,95233.00,544.44,12.44,-1.90,-2.77
36.26,7,main,recorded,95242.00,543.65,11.65,-1.96,-2.97
36.36,7,main,recorded,95248.00,543.13,11.13,-1.31,-3.14
36.46,7,main,recorded,95247.00,543.21,11.21,-0.33,-3.22
36.56,7,main,recorded,95255.00,542.51,10.51,0.76,-3.20
36.66,7,main,recorded,95259.00,542.16,10.16,1.47,-3.08
36.76,7,main,recorded,95265.00,541.64,9.64,1.50,-2.93
36.86,7,main,recorded,95258.00,542.25,10.25,0.92,-2.80
36.96,7,main,recorded,95272.00,541.03,9.03,0.17,-2.75
37.06,7,main,recorded,95266.00,541.55,9.55,-0.65,-2.77
37.16,7,main,recorded,95273.00,540.94,8.94,-1.18,-2.87
37.26,7,main,recorded,95276.00,540.68,8.68,-1.37,-3.00
37.36,7,main,recorded,95280.00,540.33,8.33,-1.33,-3.14
37.46,7,main,recorded,95290.00,539.45,7.45,-1.25,-3.26
37.56,7,main,recorded,95283.00,540.07,8.07,-1.21,-3.39
37.66,7,main,recorded,95288.00,539.63,7.63,-0.73,-3.49
37.76,7,main,recorded,95297.00,538.84,6.84,0.25,-3.52
37.86,7,main,recorded,95301.00,538.49,6.49,1.27,-3.44
37.96,7,main,recorded,95303.00,538.32,6.32,1.99,-3.27
38.06,7,main,recorded,95309.00,537.79,5.79,2.27,-3.06
38.16,7,main,recorded,95310.00,537.70,5.70,1.98,-2.84
38.26,7,main,recorded,95314.00,537.35,5.35,1.20,-2.68
38.36,7,main,recorded,95319.00,536.92,4.92,0.04,-2.61
38.46,7,main,recorded,95319.00,536.92,4.92,-1.30,-2.68
38.56,7,main,recorded,95319.00,536.92,4.92,-2.36,-2.86
38.66,7,main,recorded,95325.00,536.39,4.39,-2.75,-3.13
38.76,7,main,recorded,95333.00,535.69,3.69,-2.59,-3.40
38.86,7,main,recorded,95331.00,535.87,3.87,-2.11,-3.63
38.96,7,main,recorded,95340.00,535.08,3.08,-1.31,-3.81
39.06,7,main,recorded,95343.00,534.82,2.82,-0.41,-3.89
39.16,7,main,recorded,95346.00,534.56,2.56,0.53,-3.89
39.26,7,main,recorded,95350.00,534.21,2.21,1.52,-3.78
39.36,7,main,recorded,95359.00,533.42,1.42,2.39,-3.59
39.46,7,main,recorded,95358.00,533.51,1.51,2.89,-3.32
39.56,7,main,recorded,95365.00,532.90,0.90,3.07,-3.02
39.66,7,main,recorded,95365.00,532.90,0.90,2.90,-2.72
39.76,7,main,recorded,95370.00,532.46,0.46,2.48,-2.45
39.86,7,main,recorded,95374.00,532.11,0.11,1.79,-2.23
39.96,7,main,recorded,95374.00,532.11,0.11,0.87,-2.10
40.06,7,main,recorded,95376.00,531.94,-0.06,-0.03,-2.06
40.16,7,main,recorded,95379.00,531.67,-0.33,-0.74,-2.10
40.26,7,main,recorded,95382.00,531.41,-0.59,-1.19,-2.20
40.36,7,main,recorded,95385.00,531.15,-0.85,-1.40,-2.33
40.46,7,main,recorded,95388.00,530.89,-1.11,-1.36,-2.47
40.56,7,main,recorded,95386.00,531.06,-0.94,-0.97,-2.59
40.66,7,main,recorded,95395.00,530.28,-1.72,-0.13,-2.64
40.76,7,main,recorded,95397.00,530.10,-1.90,0.88,-2.61
40.86,7,main,recorded,95396.00,530.19,-1.81,1.92,-2.47
40.96,7,main,recorded,95404.00,529.49,-2.51,2.92,-2.22
41.06,7,main,recorded,95406.00,529.31,-2.69,3.56,-1.90
41.16,7,main,recorded,95406.00,529.31,-2.69,3.77,-1.53
41.26,7,main,recorded,95404.00,529.49,-2.51,3.74,-1.15
41.36,7,main,recorded,95411.00,528.88,-3.12,3.61,-0.78
41.46,7,main,recorded,95409.00,529.05,-2.95,3.21,-0.44
41.56,7,main,recorded,95411.00,528.88,-3.12,2.53,-0.15
41.66,7,main,recorded,95411.00,528.88,-3.12,1.58,0.06
41.76,7,main,recorded,95408.00,529.14,-2.86,0.60,0.17
