time,state,state_name,acceleration,pressure,altitude,height,speed,temperature
10.66,7,main,-0.17,94300.00,601.91,94.41,-3.70,23.7
10.76,7,main,-0.15,94303.00,601.65,94.15,-3.72,23.7
10.86,7,main,-0.13,94309.00,601.12,93.62,-3.74,23.7
10.96,7,main,-0.11,94316.00,600.50,93.00,-3.75,23.7
11.06,7,main,-0.09,94316.00,600.50,93.00,-3.76,23.7
11.16,7,main,-0.07,94331.00,599.18,91.68,-3.77,23.7
11.26,7,main,-0.06,94332.00,599.09,91.59,-3.78,23.7
11.36,7,main,-0.03,94336.00,598.74,91.24,-3.78,23.7
11.46,7,main,-0.01,94338.00,598.56,91.06,-3.79,23.7
11.56,7,main,0.02,94341.00,598.30,90.79,-3.78,23.7
11.66,7,main,0.05,94347.00,597.77,90.27,-3.79,23.7
11.76,7,main,0.07,94352.00,597.33,89.82,-3.78,23.7
11.86,7,main,0.09,94357.00,596.89,89.38,-3.77,23.7
11.96,7,main,0.10,94356.00,596.97,89.47,-3.76,23.7
12.06,7,main,0.11,94364.00,596.27,88.77,-3.75,23.7
12.16,7,main,0.12,94370.00,595.74,88.24,-3.74,23.7
12.26,7,main,0.12,94369.00,595.83,88.33,-3.73,23.7
12.36,7,main,0.11,94379.00,594.95,87.44,-3.72,23.7
12.46,7,main,0.10,94379.00,594.95,87.44,-3.70,23.7
12.56,7,main,0.08,94382.00,594.68,87.18,-3.69,23.7
12.66,7,main,0.06,94391.00,593.89,86.39,-3.68,23.7
12.76,7,main,0.02,94394.00,593.62,86.12,-3.67,23.7
12.86,7,main,-0.01,94403.00,592.83,85.33,-3.67,23.7
12.96,7,main,-0.05,94398.00,593.27,85.77,-3.67,23.7
13.06,7,main,-0.07,94407.00,592.48,84.98,-3.68,23.7
13.16,7,main,-0.08,94412.00,592.04,84.53,-3.69,23.7
13.26,7,main,-0.08,94415.00,591.77,84.27,-3.70,23.7
13.36,7,main,-0.08,94419.00,591.42,83.92,-3.71,23.7
13.46,7,main,-0.08,94420.00,591.33,83.83,-3.71,23.7
13.56,7,main,-0.07,94422.00,591.15,83.65,-3.72,23.7
13.66,7,main,-0.05,94431.00,590.36,82.86,-3.73,23.7
13.76,7,main,-0.03,94432.00,590.27,82.77,-3.74,23.7
13.86,7,main,-0.01,94437.00,589.83,82.33,-3.74,23.7
13.96,7,main,0.01,94443.00,589.30,81.80,-3.74,23.7
14.06,7,main,0.04,94447.00,588.95,81.45,-3.74,23.7
14.16,7,main,0.06,94452.00,588.51,81.01,-3.74,23.7
14.26,7,main,0.09,94455.00,588.25,80.74,-3.73,23.7
14.36,7,main,0.10,94463.00,587.54,80.04,-3.72,23.7
14.46,7,main,0.12,94464.00,587.45,79.95,-3.71,23.7
14.56,7,main,0.13,94468.00,587.10,79.60,-3.70,23.7
14.66,7,main,0.13,94475.00,586.48,78.98,-3.68,23.7
14.76,7,main,0.13,94480.00,586.04,78.54,-3.67,23.7
14.86,7,main,0.12,94480.00,586.04,78.54,-3.66,23.7
14.96,7,main,0.11,94492.00,584.99,77.49,-3.64,23.7
15.06,7,main,0.09,94498.00,584.46,76.96,-3.63,23.7
15.16,7,main,0.07,94496.00,584.63,77.13,-3.62,23.7
15.26,7,main,0.05,94502.00,584.11,76.60,-3.62,23.7
15.36,7,main,0.03,94493.00,584.90,77.40,-3.61,23.7
15.46,7,main,0.01,94504.00,583.93,76.43,-3.61,23.7
15.56,7,main,-0.01,94512.00,583.23,75.72,-3.60,23.7
15.66,7,main,-0.03,94512.00,583.23,75.72,-3.61,23.7
15.76,7,main,-0.05,94514.00,583.05,75.55,-3.61,23.7
15.86,7,main,-0.06,94519.00,582.61,75.11,-3.61,23.7
15.96,7,main,-0.07,94527.00,581.90,74.40,-3.62,23.7
16.06,7,main,-0.07,94530.00,581.64,74.14,-3.63,23.7
16.16,7,main,-0.07,94533.00,581.38,73.87,-3.64,23.7
16.26,7,main,-0.06,94536.00,581.11,73.61,-3.65,23.7
16.36,7,main,-0.05,94546.00,580.23,72.73,-3.65,23.7
16.46,7,main,-0.04,94550.00,579.88,72.38,-3.66,23.7
16.56,7,main,-0.03,94553.00,579.62,72.11,-3.66,23.7
16.66,7,main,-0.02,94557.00,579.26,71.76,-3.66,23.7
16.76,7,main,-0.01,94560.00,579.00,71.50,-3.67,23.7
16.86,7,main,0.01,94566.00,578.47,70.97,-3.67,23.7
16.96,7,main,0.04,94568.00,578.29,70.79,-3.67,23.7
17.06,7,main,0.06,94575.00,577.68,70.18,-3.67,23.7
17.16,7,main,0.09,94576.00,577.59,70.09,-3.66,23.7
17.26,7,main,0.11,94581.00,577.15,69.65,-3.65,23.7
17.36,7,main,0.13,94585.00,576.80,69.30,-3.63,23.7
17.46,7,main,0.14,94586.00,576.71,69.21,-3.62,23.7
17.56,7,main,0.15,94590.00,576.36,68.86,-3.61,23.7
17.66,7,main,0.15,94597.00,575.74,68.24,-3.59,23.7
17.76,7,main,0.16,94597.00,575.74,68.24,-3.58,23.7
17.86,7,main,0.16,94606.00,574.95,67.45,-3.56,23.7
17.96,7,main,0.16,94612.00,574.42,66.92,-3.55,23.7
18.06,7,main,0.16,94615.00,574.16,66.66,-3.53,23.7
18.16,7,main,0.15,94624.00,573.37,65.86,-3.51,23.7
18.26,7,main,0.14,94616.00,574.07,66.57,-3.50,23.7
18.36,7,main,0.12,94627.00,573.10,65.60,-3.48,23.7
18.46,7,main,0.10,94628.00,573.01,65.51,-3.47,23.7
18.56,7,main,0.08,94637.00,572.22,64.72,-3.46,23.7
18.66,7,main,0.05,94640.00,571.96,64.46,-3.45,23.7
18.76,7,main,0.02,94645.00,571.52,64.02,-3.44,23.7
18.86,7,main,-0.00,94650.00,571.08,63.58,-3.44,23.7
18.96,7,main,-0.03,94648.00,571.25,63.75,-3.44,23.7
19.06,7,main,-0.06,94651.00,570.99,63.49,-3.45,23.7
19.16,7,main,-0.08,94655.00,570.64,63.14,-3.45,23.7
19.26,7,main,-0.09,94658.00,570.38,62.87,-3.46,23.7
19.36,7,main,-0.10,94661.00,570.11,62.61,-3.47,23.7
19.46,7,main,-0.10,94665.00,569.76,62.26,-3.48,23.7
19.56,7,main,-0.10,94669.00,569.41,61.91,-3.49,23.7
19.66,7,main,-0.09,94675.00,568.88,61.38,-3.50,23.7
19.76,7,main,-0.08,94680.00,568.44,60.94,-3.51,23.7
19.86,7,main,-0.06,94684.00,568.09,60.59,-3.52,23.7
19.96,7,main,-0.03,94691.00,567.47,59.97,-3.53,23.7
20.06,7,main,-0.00,94691.00,567.47,59.97,-3.53,23.7
20.16,7,main,0.03,94697.00,566.95,59.44,-3.54,23.7
20.26,7,main,0.06,94701.00,566.59,59.09,-3.53,23.7
20.36,7,main,0.08,94705.00,566.24,58.74,-3.52,23.7
20.46,7,main,0.09,94712.00,565.63,58.13,-3.52,23.7
20.56,7,main,0.11,94713.00,565.54,58.04,-3.51,23.7
20.66,7,main,0.11,94715.00,565.36,57.86,-3.49,23.7
20.76,7,main,0.12,94723.00,564.66,57.16,-3.48,23.7
20.86,7,main,0.12,94731.00,563.96,56.45,-3.47,23.7
20.96,7,main,0.12,94729.00,564.13,56.63,-3.46,23.7
21.06,7,main,0.11,94732.00,563.87,56.37,-3.44,23.7
21.16,7,main,0.10,94732.00,563.87,56.37,-3.43,23.7
21.26,7,main,0.08,94745.00,562.73,55.22,-3.42,23.7
21.36,7,main,0.06,94741.00,563.08,55.58,-3.41,23.7
21.46,7,main,0.04,94746.00,562.64,55.14,-3.41,23.7
21.56,7,main,0.03,94754.00,561.93,54.43,-3.40,23.7
21.66,7,main,0.02,94751.00,562.20,54.70,-3.40,23.7
21.76,7,main,0.02,94759.00,561.50,53.99,-3.40,23.7
21.86,7,main,0.02,94764.00,561.06,53.55,-3.40,23.7
21.96,7,main,0.03,94768.00,560.70,53.20,-3.40,23.7
22.06,7,main,0.04,94769.00,560.62,53.12,-3.40,23.7
22.16,7,main,0.05,94775.00,560.09,52.59,-3.39,23.7
22.26,7,main,0.07,94781.00,559.56,52.06,-3.39,23.7
22.36,7,main,0.08,94783.00,559.39,51.88,-3.38,23.7
22.46,7,main,0.08,94788.00,558.95,51.45,-3.37,23.7
22.56,7,main,0.09,94789.00,558.86,51.36,-3.36,23.7
22.66,7,main,0.09,94797.00,558.16,50.65,-3.35,23.7
22.76,7,main,0.10,94799.00,557.98,50.48,-3.34,23.7
22.86,7,main,0.10,94803.00,557.63,50.13,-3.34,23.7
22.96,7,main,0.09,94807.00,557.28,49.78,-3.32,23.7
23.06,7,main,0.08,94811.00,556.93,49.42,-3.31,23.7
23.16,7,main,0.07,94812.00,556.84,49.34,-3.30,23.7
23.26,7,main,0.05,94815.00,556.58,49.07,-3.30,23.7
23.36,7,main,0.02,94820.00,556.14,48.63,-3.29,23.7
23.46,7,main,-0.00,94826.00,555.61,48.11,-3.29,23.7
23.56,7,main,-0.03,94828.00,555.43,47.93,-3.29,23.7
23.66,7,main,-0.05,94831.00,555.17,47.67,-3.29,23.7
23.76,7,main,-0.07,94838.00,554.55,47.05,-3.30,23.7
23.86,7,main,-0.09,94840.00,554.38,46.88,-3.31,23.7
23.96,7,main,-0.10,94847.00,553.76,46.26,-3.32,23.7
24.06,7,main,-0.10,94839.00,554.47,46.97,-3.33,23.7
24.16,7,main,-0.10,94850.00,553.50,46.00,-3.34,23.7
24.26,7,main,-0.09,94855.00,553.06,45.56,-3.35,23.7
24.36,7,main,-0.08,94855.00,553.06,45.56,-3.36,23.7
24.46,7,main,-0.07,94867.00,552.01,44.51,-3.37,23.7
24.56,7,main,-0.05,94861.00,552.54,45.03,-3.38,23.7
24.66,7,main,-0.02,94871.00,551.66,44.16,-3.38,23.7
24.76,7,main,-0.00,94875.00,551.31,43.80,-3.38,23.7
24.86,7,main,0.02,94880.00,550.87,43.37,-3.38,23.7
24.96,7,main,0.04,94878.00,551.04,43.54,-3.38,23.7
25.06,7,main,0.07,94884.00,550.52,43.01,-3.38,23.7
25.16,7,main,0.08,94889.00,550.08,42.58,-3.37,23.7
25.26,7,main,0.10,94892.00,549.81,42.31,-3.36,23.7
25.36,7,main,0.11,94899.00,549.20,41.70,-3.35,23.7
25.46,7,main,0.11,94901.00,549.02,41.52,-3.34,23.7
25.56,7,main,0.12,94908.00,548.41,40.91,-3.32,23.7
25.66,7,main,0.11,94908.00,548.41,40.91,-3.31,23.7
25.76,7,main,0.11,94915.00,547.79,40.29,-3.30,23.7
25.86,7,main,0.10,94921.00,547.27,39.77,-3.29,23.7
25.96,7,main,0.08,94918.00,547.53,40.03,-3.28,23.7
26.06,7,main,0.06,94921.00,547.27,39.77,-3.27,23.7
26.16,7,main,0.04,94927.00,546.74,39.24,-3.26,23.7
26.26,7,main,0.02,94931.00,546.39,38.89,-3.26,23.7
26.36,7,main,0.00,94934.00,546.13,38.63,-3.26,23.7
26.46,7,main,-0.01,94938.00,545.78,38.27,-3.26,23.7
26.56,7,main,-0.02,94942.00,545.43,37.92,-3.26,23.7
26.66,7,main,-0.03,94942.00,545.43,37.92,-3.26,23.7
26.76,7,main,-0.03,94948.00,544.90,37.40,-3.27,23.7
26.86,7,main,-0.03,94954.00,544.37,36.87,-3.27,23.7
26.96,7,main,-0.03,94958.00,544.02,36.52,-3.27,23.7
27.06,7,main,-0.02,94959.00,543.93,36.43,-3.28,23.7
27.16,7,main,-0.00,94963.00,543.58,36.08,-3.28,23.7
27.26,7,main,0.02,94973.00,542.71,35.20,-3.28,23.7
27.36,7,main,0.04,94969.00,543.06,35.56,-3.28,23.7
27.46,7,main,0.07,94971.00,542.88,35.38,-3.28,23.7
27.56,7,main,0.09,94979.00,542.18,34.68,-3.27,23.7
27.66,7,main,0.12,94988.00,541.39,33.89,-3.26,23.7
27.76,7,main,0.14,94986.00,541.57,34.06,-3.25,23.7
27.86,7,main,0.15,94990.00,541.21,33.71,-3.23,23.7
27.96,7,main,0.16,94993.00,540.95,33.45,-3.21,23.7
28.06,7,main,0.16,94997.00,540.60,33.10,-3.20,23.7
28.16,7,main,0.15,95008.00,539.64,32.13,-3.18,23.7
28.26,7,main,0.13,95003.00,540.07,32.57,-3.17,23.7
28.36,7,main,0.11,95014.00,539.11,31.61,-3.15,23.7
28.46,7,main,0.09,95009.00,539.55,32.05,-3.14,23.7
28.56,7,main,0.06,95018.00,538.76,31.26,-3.13,23.7
28.66,7,main,0.03,95020.00,538.58,31.08,-3.12,23.7
28.76,7,main,0.00,95021.00,538.50,30.99,-3.12,23.7
28.86,7,main,-0.03,95028.00,537.88,30.38,-3.12,23.7
28.96,7,main,-0.05,95032.00,537.53,30.03,-3.12,23.7
29.06,7,main,-0.08,95032.00,537.53,30.03,-3.13,23.7
29.16,7,main,-0.10,95039.00,536.92,29.42,-3.14,23.7
29.26,7,main,-0.12,95038.00,537.01,29.50,-3.15,23.7
29.36,7,main,-0.13,95045.00,536.39,28.89,-3.16,23.7
29.46,7,main,-0.14,95042.00,536.65,29.15,-3.17,23.7
29.56,7,main,-0.15,95048.00,536.13,28.63,-3.19,23.7
29.66,7,main,-0.15,95054.00,535.60,28.10,-3.21,23.7
29.76,7,main,-0.14,95063.00,534.81,27.31,-3.22,23.7
29.86,7,main,-0.13,95057.00,535.34,27.84,-3.23,23.7
29.96,7,main,-0.12,95063.00,534.81,27.31,-3.25,23.7
30.06,7,main,-0.10,95072.00,534.02,26.52,-3.26,23.7
30.16,7,main,-0.08,95074.00,533.85,26.35,-3.28,23.7
30.26,7,main,-0.06,95081.00,533.24,25.73,-3.28,23.7
30.36,7,main,-0.03,95083.00,533.06,25.56,-3.29,23.7
30.46,7,main,-0.00,95085.00,532.89,25.38,-3.29,23.7
30.56,7,main,0.02,95089.00,532.53,25.03,-3.29,23.7
30.66,7,main,0.04,95091.00,532.36,24.86,-3.29,23.7
30.76,7,main,0.06,95100.00,531.57,24.07,-3.28,23.7
30.86,7,main,0.07,95096.00,531.92,24.42,-3.28,23.7
30.96,7,main,0.08,95102.00,531.40,23.89,-3.27,23.7
31.06,7,main,0.09,95108.00,530.87,23.37,-3.26,23.7
31.16,7,main,0.10,95110.00,530.69,23.19,-3.25,23.7
31.26,7,main,0.11,95115.00,530.26,22.76,-3.24,23.7
31.36,7,main,0.11,95118.00,529.99,22.49,-3.23,23.7
31.46,7,main,0.11,95123.00,529.56,22.05,-3.22,23.7
31.56,7,main,0.11,95125.00,529.38,21.88,-3.21,23.7
31.66,7,main,0.11,95131.00,528.85,21.35,-3.19,23.7
31.76,7,main,0.11,95135.00,528.50,21.00,-3.19,23.7
31.86,7,main,0.11,95137.00,528.33,20.83,-3.17,23.7
31.96,7,main,0.11,95145.00,527.63,20.13,-3.16,23.7
32.06,7,main,0.11,95143.00,527.80,20.30,-3.15,23.7
32.16,7,main,0.11,95149.00,527.28,19.78,-3.14,23.7
32.26,7,main,0.11,95151.00,527.10,19.60,-3.13,23.7
32.36,7,main,0.11,95154.00,526.84,19.34,-3.12,23.7
32.46,7,main,0.11,95162.00,526.14,18.64,-3.10,23.7
32.56,7,main,0.12,95156.00,526.66,19.16,-3.09,23.7
32.66,7,main,0.12,95162.00,526.14,18.64,-3.08,23.7
32.76,7,main,0.12,95166.00,525.79,18.29,-3.07,23.7
32.86,7,main,0.13,95176.00,524.91,17.41,-3.06,23.7
32.96,7,main,0.12,95179.00,524.65,17.15,-3.04,23.7
33.06,7,main,0.12,95184.00,524.21,16.71,-3.03,23.7
33.16,7,main,0.11,95180.00,524.56,17.06,-3.02,23.7
33.26,7,main,0.11,95189.00,523.77,16.27,-3.01,23.7
33.36,7,main,0.10,95191.00,523.60,16.10,-3.00,23.7
33.46,7,main,0.10,95192.00,523.51,16.01,-2.99,23.7
33.56,7,main,0.10,95196.00,523.16,15.66,-2.98,23.7
33.66,7,main,0.09,95199.00,522.90,15.40,-2.97,23.7
33.76,7,main,0.09,95205.00,522.37,14.87,-2.96,23.7
33.86,7,main,0.08,95209.00,522.02,14.52,-2.95,23.7
33.96,7,main,0.07,95206.00,522.29,14.79,-2.94,23.7
34.06,7,main,0.06,95212.00,521.76,14.26,-2.93,23.7
34.16,7,main,0.05,95223.00,520.80,13.30,-2.93,23.7
34.26,7,main,0.03,95218.00,521.24,13.73,-2.92,23.7
34.36,7,main,0.02,95224.00,520.71,13.21,-2.92,23.7
34.46,7,main,-0.01,95225.00,520.62,13.12,-2.92,23.7
34.56,7,main,-0.03,95233.00,519.92,12.42,-2.92,23.7
34.66,7,main,-0.06,95239.00,519.40,11.90,-2.92,23.7
34.76,7,main,-0.08,95235.00,519.75,12.25,-2.92,23.7
34.86,7,main,-0.10,95233.00,519.92,12.42,-2.93,23.7
34.96,7,main,-0.11,95242.00,519.14,11.63,-2.94,23.7
35.06,7,main,-0.11,95248.00,518.61,11.11,-2.96,23.7
35.16,7,main,-0.11,95247.00,518.70,11.20,-2.97,23.7
35.26,7,main,-0.11,95255.00,518.00,10.50,-2.98,23.7
35.36,7,main,-0.11,95259.00,517.65,10.15,-2.99,23.7
35.46,7,main,-0.12,95265.00,517.12,9.62,-3.00,23.7
35.56,7,main,-0.12,95258.00,517.74,10.23,-3.01,23.7
35.66,7,main,-0.12,95272.00,516.51,9.01,-3.02,23.7
35.76,7,main,-0.12,95266.00,517.03,9.53,-3.04,23.7
35.86,7,main,-0.13,95273.00,516.42,8.92,-3.05,23.7
35.96,7,main,-0.13,95276.00,516.16,8.66,-3.06,23.7
36.06,7,main,-0.13,95280.00,515.81,8.31,-3.07,23.7
36.16,7,main,-0.13,95290.00,514.94,7.43,-3.09,23.7
36.26,7,main,-0.13,95283.00,515.55,8.05,-3.10,23.7
36.36,7,main,-0.13,95288.00,515.11,7.61,-3.12,23.7
36.46,7,main,-0.12,95297.00,514.32,6.82,-3.13,23.7
36.56,7,main,-0.11,95301.00,513.97,6.47,-3.14,23.7
36.66,7,main,-0.09,95303.00,513.80,6.30,-3.16,23.7
36.76,7,main,-0.07,95309.00,513.27,5.77,-3.17,23.7
36.86,7,main,-0.05,95310.00,513.19,5.68,-3.17,23.7
36.96,7,main,-0.02,95314.00,512.84,5.33,-3.18,23.7
37.06,7,main,0.01,95319.00,512.40,4.90,-3.18,23.7
37.16,7,main,0.04,95319.00,512.40,4.90,-3.18,23.7
37.26,7,main,0.09,95319.00,512.40,4.90,-3.18,23.7
37.36,7,main,0.14,95325.00,511.87,4.37,-3.17,23.7
37.46,7,main,0.19,95333.00,511.17,3.67,-3.16,23.7
37.56,7,main,0.24,95331.00,511.35,3.85,-3.14,23.7
37.66,7,main,0.29,95340.00,510.56,3.06,-3.12,23.7
37.76,7,main,0.34,95343.00,510.30,2.80,-3.09,23.7
37.86,7,main,0.39,95346.00,510.04,2.54,-3.05,23.7
37.96,7,main,0.45,95350.00,509.69,2.19,-3.01,23.7
38.06,7,main,0.50,95359.00,508.90,1.40,-2.97,23.7
38.16,7,main,0.56,95358.00,508.99,1.49,-2.92,23.7
38.26,7,main,0.62,95365.00,508.38,0.87,-2.86,23.7
38.36,7,main,0.67,95365.00,508.38,0.87,-2.80,23.7
38.46,7,main,0.73,95370.00,507.94,0.44,-2.73,23.7
38.56,7,main,0.79,95374.00,507.59,0.09,-2.66,23.7
38.66,7,main,0.85,95374.00,507.59,0.09,-2.58,23.7
38.76,7,main,0.91,95376.00,507.41,-0.09,-2.50,23.7
38.86,7,main,0.98,95379.00,507.15,-0.35,-2.41,23.7
38.96,7,main,1.03,95382.00,506.89,-0.61,-2.31,23.7
39.06,7,main,1.09,95385.00,506.63,-0.87,-2.20,23.7
39.16,7,main,1.13,95388.00,506.37,-1.14,-2.09,23.7
39.26,7,main,1.17,95386.00,506.54,-0.96,-1.98,23.7
39.36,7,main,1.20,95395.00,505.75,-1.75,-1.86,23.7
39.46,7,main,1.22,95397.00,505.58,-1.92,-1.74,23.7
39.56,7,main,1.24,95396.00,505.67,-1.84,-1.62,23.7
39.66,7,main,1.25,95404.00,504.97,-2.53,-1.49,23.7
39.76,7,main,1.24,95406.00,504.79,-2.71,-1.36,23.7
39.86,7,main,1.23,95406.00,504.79,-2.71,-1.24,23.7
39.96,7,main,1.20,95404.00,504.97,-2.53,-1.11,23.7
40.06,7,main,1.16,95411.00,504.35,-3.15,-0.99,23.7
40.16,7,main,1.10,95409.00,504.53,-2.97,-0.87,23.7
40.26,7,main,1.03,95411.00,504.35,-3.15,-0.76,23.7
40.36,7,main,0.95,95411.00,504.35,-3.15,-0.65,23.7
40.46,7,main,0.86,95408.00,504.62,-2.88,-0.56,23.7
40.56,7,main,0.77,95407.00,504.70,-2.80,-0.47,23.7
40.66,7,main,0.68,95408.00,504.62,-2.88,-0.40,23.7
40.76,7,main,0.58,95410.00,504.44,-3.06,-0.33,23.7
40.86,7,main,0.49,95413.00,504.18,-3.32,-0.27,23.7
40.96,7,main,0.39,95408.00,504.62,-2.88,-0.22,23.7
41.06,7,main,0.31,95407.00,504.70,-2.80,-0.18,23.7
41.16,7,main,0.23,95407.00,504.70,-2.80,-0.15,23.7
41.26,7,main,0.16,95407.00,504.70,-2.80,-0.13,23.7
41.36,7,main,0.10,95410.00,504.44,-3.06,-0.12,23.7
41.46,7,main,0.06,95414.00,504.09,-3.41,-0.11,23.7
41.56,7,main,0.03,95409.00,504.53,-2.97,-0.11,23.7
41.66,7,main,0.01,95407.00,504.70,-2.80,-0.10,23.7
41.76,7,main,-0.00,95411.00,504.35,-3.15,-0.11,23.7
41.86,7,main,-0.01,95406.00,504.79,-2.71,-0.11,23.7
41.96,7,main,-0.00,95412.00,504.27,-3.23,-0.11,23.7
42.06,7,main,0.01,95409.00,504.53,-2.97,-0.11,23.7
42.16,7,main,0.03,95407.00,504.70,-2.80,-0.11,23.7
42.26,7,main,0.04,95413.00,504.18,-3.32,-0.11,23.7
42.36,7,main,0.05,95410.00,504.44,-3.06,-0.10,23.7
42.46,7,main,0.05,95414.00,504.09,-3.41,-0.09,23.7
42.56,7,main,0.05,95414.00,504.09,-3.41,-0.09,23.7
42.66,7,main,0.05,95415.00,504.01,-3.50,-0.08,23.7
42.76,7,main,0.06,95409.00,504.53,-2.97,-0.08,23.7
42.86,7,main,0.06,95407.00,504.70,-2.80,-0.08,23.7
42.96,7,main,0.06,95414.00,504.09,-3.41,-0.07,23.7
43.06,7,main,0.05,95410.00,504.44,-3.06,-0.06,23.7
43.16,7,main,0.04,95410.00,504.44,-3.06,-0.05,23.7
43.26,7,main,0.03,95411.00,504.35,-3.15,-0.05,23.7
43.36,7,main,0.02,95412.00,504.27,-3.23,-0.05,23.7
43.46,7,main,0.02,95414.00,504.09,-3.41,-0.05,23.7
43.56,7,main,0.02,95413.00,504.18,-3.32,-0.05,23.7
43.66,7,main,0.02,95406.00,504.79,-2.71,-0.04,23.7
43.76,7,main,0.02,95415.00,504.01,-3.50,-0.04,23.7
43.86,7,main,0.02,95411.00,504.35,-3.15,-0.04,23.7
43.96,7,main,0.02,95414.00,504.09,-3.41,-0.04,23.7
44.06,7,main,0.03,95411.00,504.35,-3.15,-0.04,23.7
44.16,7,main,0.04,95414.00,504.09,-3.41,-0.04,23.7
44.26,7,main,0.05,95407.00,504.70,-2.80,-0.03,23.7
44.36,7,main,0.06,95406.00,504.79,-2.71,-0.03,23.7
44.46,7,main,0.08,95415.00,504.01,-3.50,-0.02,23.7
44.56,7,main,0.10,95415.00,504.01,-3.50,-0.02,23.7
44.66,7,main,0.12,95416.00,503.92,-3.58,-0.01,23.7
44.76,7,main,0.14,95414.00,504.09,-3.41,0.01,23.7
44.86,7,main,0.15,95410.00,504.44,-3.06,0.02,23.7
44.96,7,main,0.17,95411.00,504.35,-3.15,0.03,23.7
45.06,7,main,0.18,95412.00,504.27,-3.23,0.05,23.7
45.16,7,main,0.19,95409.00,504.53,-2.97,0.07,23.7
45.26,7,main,0.19,95416.00,503.92,-3.58,0.09,23.7
45.36,7,main,0.20,95417.00,503.83,-3.67,0.11,23.7
45.46,7,main,0.20,95410.00,504.44,-3.06,0.13,23.7
45.56,7,main,0.20,95414.00,504.09,-3.41,0.15,23.7
45.66,7,main,0.19,95407.00,504.70,-2.80,0.17,23.7
45.76,7,main,0.18,95413.00,504.18,-3.32,0.19,23.7
45.86,7,main,0.17,95411.00,504.35,-3.15,0.21,23.7
45.96,7,main,0.15,95412.00,504.27,-3.23,0.23,23.7
46.06,7,main,0.13,95407.00,504.70,-2.80,0.24,23.7
46.16,7,main,0.11,95416.00,503.92,-3.58,0.25,23.7
46.26,7,main,0.08,95411.00,504.35,-3.15,0.27,23.7
46.36,7,main,0.05,95410.00,504.44,-3.06,0.28,23.7
46.46,7,main,0.02,95406.00,504.79,-2.71,0.28,23.7
46.56,7,main,-0.01,95411.00,504.35,-3.15,0.28,23.7
46.66,7,main,-0.04,95413.00,504.18,-3.32,0.28,23.7
46.76,7,main,-0.07,95406.00,504.79,-2.71,0.28,23.7
46.86,7,main,-0.10,95409.00,504.53,-2.97,0.27,23.7
46.96,7,main,-0.13,95406.00,504.79,-2.71,0.26,23.7
47.06,7,main,-0.16,95403.00,505.05,-2.45,0.25,23.7
47.16,7,main,-0.18,95404.00,504.97,-2.53,0.23,23.7
47.26,7,main,-0.20,95404.00,504.97,-2.53,0.21,23.7
47.36,7,main,-0.22,95413.00,504.18,-3.32,0.19,23.7
47.46,7,main,-0.23,95407.00,504.70,-2.80,0.17,23.7
47.56,7,main,-0.24,95401.00,505.23,-2.27,0.15,23.7
47.66,7,main,-0.25,95404.00,504.97,-2.53,0.12,23.7
47.76,7,main,-0.26,95405.00,504.88,-2.62,0.10,23.7
47.86,7,main,-0.26,95406.00,504.79,-2.71,0.07,23.7
47.96,7,main,-0.26,95405.00,504.88,-2.62,0.04,23.7
48.06,7,main,-0.25,95405.00,504.88,-2.62,0.02,23.7
48.16,7,main,-0.23,95406.00,504.79,-2.71,-0.01,23.7
48.26,7,main,-0.21,95407.00,504.70,-2.80,-0.03,23.7
48.36,7,main,-0.19,95403.00,505.05,-2.45,-0.05,23.7
48.46,7,main,-0.16,95399.00,505.40,-2.10,-0.07,23.7
48.56,7,main,-0.14,95406.00,504.79,-2.71,-0.09,23.7
48.66,7,main,-0.12,95407.00,504.70,-2.80,-0.10,23.7
48.76,7,main,-0.09,95402.00,505.14,-2.36,-0.11,23.7
48.86,7,main,-0.07,95409.00,504.53,-2.97,-0.12,23.7
48.96,7,main,-0.05,95408.00,504.62,-2.88,-0.13,23.7
49.06,7,main,-0.03,95409.00,504.53,-2.97,-0.13,23.7
49.16,7,main,-0.01,95408.00,504.62,-2.88,-0.14,23.7
49.26,7,main,0.01,95401.00,505.23,-2.27,-0.14,23.7
49.36,7,main,0.04,95402.00,505.14,-2.36,-0.14,23.7
49.46,7,main,0.06,95408.00,504.62,-2.88,-0.13,23.7
49.56,7,main,0.08,95410.00,504.44,-3.06,-0.13,23.7
49.66,7,main,0.10,95411.00,504.35,-3.15,-0.12,23.7
49.76,7,main,0.11,95407.00,504.70,-2.80,-0.11,23.7
49.86,7,main,0.11,95408.00,504.62,-2.88,-0.10,23.7
49.96,7,main,0.11,95410.00,504.44,-3.06,-0.08,23.7
50.06,7,main,0.11,95405.00,504.88,-2.62,-0.07,23.7
50.16,7,main,0.12,95415.00,504.01,-3.50,-0.06,23.7
50.26,7,main,0.12,95404.00,504.97,-2.53,-0.05,23.7
50.36,7,main,0.12,95406.00,504.79,-2.71,-0.04,23.7
50.46,7,main,0.11,95408.00,504.62,-2.88,-0.02,23.7
50.56,7,main,0.11,95410.00,504.44,-3.06,-0.02,23.7
50.66,7,main,0.10,95403.00,505.05,-2.45,-0.01,23.7
50.76,7,main,0.10,95410.00,504.44,-3.06,0.01,23.7
50.86,7,main,0.09,95407.00,504.70,-2.80,0.02,23.7
50.96,7,main,0.09,95415.00,504.01,-3.50,0.02,23.7
